"","Wavelength","Emission"
"536",885,0.94536900520325
"537",886,0.94509899616241
"538",887,0.94532597064972
"539",888,0.94381099939346
"540",889,0.9427530169487
"541",890,0.94236600399017
"542",891,0.94248700141907
"543",892,0.94227600097656
"544",893,0.94030702114105
"545",894,0.93889600038528
"546",895,0.93740898370743
"547",896,0.9356170296669
"548",897,0.93428599834442
"549",898,0.93262898921967
"550",899,0.93144798278809
"551",900,0.93041497468948
"552",901,0.93050897121429
"553",902,0.92926698923111
"554",903,0.92910999059677
"555",904,0.92854297161102
"556",905,0.92957800626755
"557",906,0.92953300476074
"558",907,0.92900598049164
"559",908,0.92881399393082
"560",909,0.9281359910965
"561",910,0.92828899621964
"562",911,0.92928999662399
"563",912,0.93001997470856
"564",913,0.93009698390961
"565",914,0.93112397193909
"566",915,0.93184798955917
"567",916,0.93213999271393
"568",917,0.93189698457718
"569",918,0.93327701091766
"570",919,0.93446600437164
"571",920,0.9354550242424
"572",921,0.93799698352814
"573",922,0.93889802694321
"574",923,0.93950098752975
"575",924,0.93995898962021
"576",925,0.94066900014877
"577",926,0.94125199317932
"578",927,0.94208997488022
"579",928,0.94248199462891
"580",929,0.94397801160812
"581",930,0.94469499588013
"582",931,0.94454801082611
"583",932,0.94427299499512
"584",933,0.94417500495911
"585",934,0.94427001476288
"586",935,0.94451498985291
"587",936,0.94439297914505
"588",937,0.94402199983597
"589",938,0.94427698850632
"590",939,0.94322800636292
"591",940,0.94212299585342
"592",941,0.94162499904633
"593",942,0.94073897600174
"594",943,0.93926501274109
"595",944,0.93861800432205
"596",945,0.93805199861526
"597",946,0.9376540184021
"598",947,0.93734401464462
"599",948,0.93616598844528
"600",949,0.9355720281601
"601",950,0.93439197540283
"602",951,0.93393397331238
"603",952,0.93392097949982
"604",953,0.93300098180771
"605",954,0.93316197395325
"606",955,0.9325789809227
"607",956,0.93136900663376
"608",957,0.93080198764801
"609",958,0.9308779835701
"610",959,0.93086701631546
"611",960,0.93055599927902
"612",961,0.93023598194122
"613",962,0.92992299795151
"614",963,0.93006199598312
"615",964,0.93055498600006
"616",965,0.93025398254395
"617",966,0.93042397499084
"618",967,0.93106800317764
"619",968,0.93140000104904
"620",969,0.93128401041031
"621",970,0.93118101358414
"622",971,0.93106299638748
"623",972,0.93132299184799
"624",973,0.93199402093887
"625",974,0.93278402090073
"626",975,0.93367201089859
"627",976,0.93393397331238
"628",977,0.93382000923157
"629",978,0.93394500017166
"630",979,0.93341398239136
"631",980,0.93332600593567
"632",981,0.93351602554321
"633",982,0.93365901708603
"634",983,0.93350297212601
"635",984,0.93462002277374
"636",985,0.93622398376465
"637",986,0.93662297725677
"638",987,0.93665897846222
"639",988,0.93679201602936
"640",989,0.93780797719955
"641",990,0.93780398368835
"642",991,0.93829101324081
"643",992,0.93904900550842
"644",993,0.93983000516891
"645",994,0.94076699018478
"646",995,0.941290974617
"647",996,0.94164597988129
"648",997,0.94290697574615
"649",998,0.94352000951767
"650",999,0.9436360001564
"651",1000,0.94374698400497
